SCHL	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed	pct_ts	stabbr	pct_tsg	dboost	boost	pct_ts_all	pct_tsg_all	gths_mean	gthsftfy_mean	gmajor
Bachelors	Mechanical Engineering	15	502	92838.85072	70000	124000	0	0	0.985868857	0.027940972	WA	0.222034236			0.023939664	0.215617526	0.934812262	0.96341658	Architecture and engineering
Graduate degree	Mechanical Engineering	15	249	120000	89128.57143	143654.2857	1	1	0.979345397	0.025301699	WA	0.208872143	27161.14928	0.292562317	0.022000392	0.199854816	0.926034635	0.956046198	Architecture and engineering
Bachelors	Fine Arts	15	228	49514.05372	30946.28357	69000	0	0	0.945908834	0.013908063	WA	0.31327207			0.014684076	0.302795375	0.610738844	0.701170153	Arts
Graduate degree	Fine Arts	15	67	53640.22486	41418.57143	77299.81025	1	1	0.934944764	0.007583385	WA	0.327813239	4126.171143	0.083333333	0.008623063	0.331266086	0.734718712	0.844498911	Arts
Bachelors	Drama and Theater Arts	15	87	48051.2334	31337.76091	67898.48197	0	0	0.928383128	0.005024493	WA	0.113174149			0.006535757	0.13477163	0.57866018	0.692623405	Arts
Graduate degree	Drama and Theater Arts	15	44	47006.64137	26214.28571	73121.44213	1	1	0.941507503	0.004725159	WA	0.204258358	-1044.59203	-0.02173913	0.004272383	0.16412912	0.703948611	0.603365385	Arts
Bachelors	Music	15	117	48482.51093	34602.85714	74448.57143	0	0	0.986114736	0.006999177	WA	0.157652908			0.007447523	0.153572853	0.651300987	0.770982641	Arts
Graduate degree	Music	15	79	54525.71429	39000	88790.32258	1	1	0.971426285	0.007910718	WA	0.34196313	6043.203355	0.124647079	0.008947547	0.343731589	0.760847993	0.858765174	Arts
Bachelors	Environmental Science	15	114	53274.19355	40112.33397	79691.42857	0	0	0.955492921	0.006559987	WA	0.15698985			0.0066363	0.156848209	0.730657171	0.819286321	Biology and life sciences
Graduate degree	Environmental Science	15	43	63844.40791	49282.85714	104459.203	1	1	0.926547582	0.004838745	WA	0.045458955	10570.21436	0.198411532	0.005166734	0.050230711	0.856116232	0.864063167	Biology and life sciences
Bachelors	Biology	15	346	55000	38000	80740	0	0	0.969628723	0.019786413	WA	0.473517133			0.019990968	0.472484285	0.732450673	0.817836117	Biology and life sciences
Graduate degree	Biology	15	577	82523.42286	52428.57143	141019.9241	1	1	0.981323897	0.05816613	WA	0.54645816	27523.42286	0.50042587	0.055875153	0.543215205	0.88144114	0.910207705	Biology and life sciences
Bachelors	Biochemical Sciences	15	38	64764.70588	41261.71143	81000	0	0	0.916253632	0.002491346	WA	0.059621464			0.002666981	0.063033787	0.748831964	0.936689038	Biology and life sciences
Graduate degree	Biochemical Sciences	15	103	82523.42286	49282.85714	167134.7249	1	1	0.974517566	0.010213407	WA	0.095952737	17758.71698	0.274203623	0.009942795	0.096663319	0.88569573	0.918511778	Biology and life sciences
Bachelors	Ecology	15	31	51065.42857	41783.68121	75000	0	0	0.965388711	0.001281343	WA	0.030664373			0.001649085	0.038975942	0.612819177	0.923444976	Biology and life sciences
Graduate degree	Ecology	15	27	62675.52182	49000	94013.28273	1	1	0.920297849	0.002971811	WA	0.02791952	11610.09325	0.227357208	0.002983323	0.029003704	0.780844156	0.890201529	Biology and life sciences
Bachelors	Microbiology	15	56	60000	42991.42857	85000	0	0	0.92023917	0.00354139	WA	0.08475051			0.003562849	0.084207533	0.746985046	0.8101983	Biology and life sciences
Graduate degree	Microbiology	15	77	92838.85072	49400	137362.8571	1	1	0.977907656	0.007391322	WA	0.069439863	32838.85072	0.547314179	0.006526019	0.063445602	0.837105751	0.851774239	Biology and life sciences
Bachelors	Zoology	15	52	60000	41942.85714	78344.40228	0	0	0.993352721	0.00331232	WA	0.079268537			0.002988806	0.070640087	0.771707878	0.81894666	Biology and life sciences
Graduate degree	Zoology	15	87	101091.193	62675.52182	200561.6698	1	1	0.996230181	0.0077961	WA	0.073242661	41091.193	0.684853217	0.006708441	0.065219097	0.960654554	0.956953642	Biology and life sciences
Bachelors	Miscellaneous Biology	15	45	58720	30946.28357	79691.42857	0	0	0.926732963	0.002932765	WA	0.070185267			0.00289084	0.068324684	0.696640904	0.725959711	Biology and life sciences
Graduate degree	Miscellaneous Biology	15	85	79000	51577.13929	115342.8571	1	1	0.993666934	0.008409462	WA	0.079005064	20280	0.345367847	0.0088297	0.085841861	0.801078709	0.906434185	Biology and life sciences
Bachelors	General Business	15	809	68157.14286	48234.28571	104459.203	0	0	0.938324262	0.04848092	WA	0.21957869			0.045859864	0.219096534	0.827015328	0.897177674	Business
Graduate degree	General Business	15	235	96102.46679	57766.396	128942.8482	1	1	0.959245809	0.023107432	WA	0.224900002	27945.32394	0.410013137	0.022408823	0.22796098	0.885382898	0.937349182	Business
Bachelors	Accounting	15	644	72207.995	50000	104000	0	0	0.954379251	0.035865347	WA	0.162440521			0.034055027	0.162698657	0.826970148	0.903108003	Business
Graduate degree	Accounting	15	203	77365.70893	57671.42857	125351.0436	1	1	0.963810283	0.020800613	WA	0.202448192	5157.713929	0.071428571	0.019353662	0.196881364	0.873336948	0.913274424	Business
Bachelors	Business Management and Administration	15	1406	65000	46419.42536	97996.56465	0	0	0.938973984	0.077583963	WA	0.351391536			0.074254807	0.354754016	0.824317052	0.89015244	Business
Graduate degree	Business Management and Administration	15	341	92838.85072	60817.14286	123785.1343	1	1	0.956181316	0.035473802	WA	0.345259392	27838.85072	0.428290011	0.033374311	0.339510937	0.847582654	0.927810444	Business
Bachelors	Marketing and Marketing Research	15	332	63000	41942.85714	103154.2786	0	0	0.961286454	0.019760775	WA	0.089500057			0.018824836	0.089936077	0.794462704	0.866901706	Business
Graduate degree	Marketing and Marketing Research	15	54	94013.28273	69113.36665	125828.5714	1	1	0.924310368	0.005371564	WA	0.052280356	31013.28273	0.492274329	0.005658305	0.057560928	0.85021398	0.970972703	Business
Bachelors	Finance	15	309	73400	47038.35103	106248.9069	0	0	0.94632351	0.017666261	WA	0.080013631			0.016148832	0.077151408	0.875798212	0.88872764	Business
Graduate degree	Finance	15	90	91225.71429	60000	139258.2761	1	1	0.950101661	0.009095105	WA	0.088520834	17825.71429	0.242857143	0.009065395	0.092220653	0.873475203	0.979223433	Business
Bachelors	Communications and Mass Media	15	608	55574.28571	39198.62586	85000	0	0	0.945595943	0.033757457	WA	0.716297882			0.036014765	0.724275888	0.735775898	0.818270374	Communications and journalism
Graduate degree	Communications and Mass Media	15	165	69205.71429	54000	94013.28273	1	1	0.961693465	0.017380655	WA	0.769955629	13631.42857	0.245283019	0.018034736	0.773837149	0.818556147	0.904051806	Communications and journalism
Bachelors	Journalism	15	168	57452.56167	41679.22201	88080	0	0	0.928841753	0.00947213	WA	0.200988682			0.009568819	0.192433983	0.783924562	0.865784054	Communications and journalism
Graduate degree	Journalism	15	38	68157.14286	50140.41746	105000	1	1	0.957161009	0.003909408	WA	0.173185124	10704.58119	0.186320346	0.003984221	0.170955564	0.779983793	0.849445325	Communications and journalism
Bachelors	Computer and Information Systems	15	93	78000	54000	94013.28273	0	0	0.932774518	0.005254677	WA	0.0703199			0.004857884	0.071516677	0.865204316	0.931480696	"Computers, statistics, and mathematics"
Graduate degree	Computer and Information Systems	15	32	82523.42286	59768.57143	102000	1	1	0.977158635	0.003754519	WA	0.04714608	4523.422861	0.057992601	0.00315848	0.042498887	0.952466139	1	"Computers, statistics, and mathematics"
Bachelors	Computer Science	15	686	98000	70000	120000	0	0	0.947603289	0.040949476	WA	0.54799997			0.036328427	0.534818994	0.91969154	0.940521559	"Computers, statistics, and mathematics"
Graduate degree	Computer Science	15	338	102122.7358	85656.54649	130022.8571	1	1	0.970800304	0.041082863	WA	0.515883924	4122.73579	0.042068733	0.038113242	0.512832209	0.936655513	0.979238928	"Computers, statistics, and mathematics"
Bachelors	Computer Engineering	15	148	93000	76334.16615	120000	0	0	0.952514808	0.009691725	WA	0.129698			0.008600336	0.126612225	0.901828537	0.956466732	"Computers, statistics, and mathematics"
Graduate degree	Computer Engineering	15	101	103154.2786	92838.85072	145447.5328	1	1	0.991854803	0.01076378	WA	0.13516247	10154.27858	0.109185791	0.009192929	0.123695329	0.95741505	0.960188028	"Computers, statistics, and mathematics"
Bachelors	Miscellaneous Computer	15	75	70000	52229.60152	86701.13852	0	0	0.883628879	0.004886828	WA	0.065397209			0.004924913	0.072503463	0.718199267	0.855953467	"Computers, statistics, and mathematics"
Graduate degree	Miscellaneous Computer	15	32	83885.71429	72000	128942.8482	1	1	0.977556746	0.003537674	WA	0.044423122	13885.71429	0.198367347	0.003104399	0.041771203	0.920436818	0.946293053	"Computers, statistics, and mathematics"
Bachelors	Mathematics	15	190	84611.95446	52428.57143	123000	0	0	0.956464216	0.010297005	WA	0.137798065			0.010165635	0.149656206	0.782366119	0.904303112	"Computers, statistics, and mathematics"
Graduate degree	Mathematics	15	172	95000	57766.396	125828.5714	1	1	0.983016304	0.017501469	WA	0.219768678	10388.04554	0.122772788	0.017382538	0.2338905	0.873647551	0.931736386	"Computers, statistics, and mathematics"
Bachelors	General Education	15	267	45284.7283	33030	61892.56715	0	0	0.947152515	0.015924549	WA	0.284058259			0.018761244	0.282065361	0.62415262	0.750419992	Education
Graduate degree	General Education	15	325	62000	49095.82543	72207.995	1	1	0.963021148	0.03176988	WA	0.291238333	16715.27171	0.369114983	0.033323459	0.286386182	0.853744792	0.907920824	Education
Bachelors	Elementary Education	15	298	40739.08918	30946.28357	52229.60152	0	0	0.947936672	0.014035139	WA	0.250355421			0.018433404	0.277136453	0.566373744	0.723135573	Education
Graduate degree	Elementary Education	15	343	57452.56167	47600	67050.28107	1	1	0.982457022	0.02953431	WA	0.27074459	16713.47249	0.41025641	0.033367854	0.286767715	0.848182104	0.907419062	Education
Bachelors	Physical and Health Education Teaching	15	94	50140.41746	35516.12903	65000	0	0	0.975839044	0.004850043	WA	0.086513894			0.004799018	0.072150697	0.74715731	0.772925764	Education
Graduate degree	Physical and Health Education Teaching	15	56	65000	47000	73400	1	1	0.997463136	0.00464978	WA	0.042625092	14859.58254	0.29635937	0.004977855	0.042780341	0.885195395	0.878081279	Education
Bachelors	Secondary Teacher Education	15	54	50000	36000	62675.52182	0	0	0.975154541	0.003271076	WA	0.05834866			0.003553826	0.053429887	0.708378673	0.76997785	Education
Graduate degree	Secondary Teacher Education	15	59	61892.56715	52229.60152	79691.42857	1	1	0.983014512	0.005017384	WA	0.045994964	11892.56715	0.237851343	0.004689693	0.04030384	0.947332186	0.974068738	Education
Bachelors	Special Needs Education	15	41	49800	36700	61892.56715	0	0	0.948074679	0.001800234	WA	0.032112144			0.002180161	0.032777566	0.674615688	0.850464396	Education
Graduate degree	Special Needs Education	15	61	67898.48197	52428.57143	82523.42286	1	1	1	0.005664821	WA	0.051930104	18098.48197	0.363423333	0.006463866	0.055551316	0.878996004	0.961903026	Education
Bachelors	Social Science or History Teacher Education	15	36	56407.96964	30000	71176.45222	0	0	0.914536741	0.001791874	WA	0.031963016			0.002077899	0.031240108	0.615384615	0.719440124	Education
Graduate degree	Social Science or History Teacher Education	15	43	67000	51484.85714	85000	1	1	0.967540274	0.003543869	WA	0.032487079	10592.03036	0.187775423	0.003394176	0.029169991	0.841854935	0.959498835	Education
Bachelors	Teacher Education: Multiple Levels	15	37	49282.85714	28000	71032.25807	0	0	0.949081932	0.002046582	WA	0.036506437			0.002646356	0.039786565	0.599610326	0.66040305	Education
Graduate degree	Teacher Education: Multiple Levels	15	30	57000	42000	67898.48197	1	1	1	0.00260937	WA	0.02392041	7717.142857	0.156588788	0.002279465	0.019590025	0.913597734	0.922437673	Education
Bachelors	Language and Drama Education	15	40	45753.13093	34812.57143	66000	0	0	0.979244945	0.00176122	WA	0.031416215			0.002321094	0.034896415	0.592558312	0.789556962	Education
Graduate degree	Language and Drama Education	15	79	62914.28571	43872.86528	70144.90943	1	1	0.965517241	0.00758132	WA	0.069498874	17161.15478	0.37508154	0.007892568	0.067829767	0.828083453	0.913102697	Education
Bachelors	Art and Music Education	15	60	48482.51093	41261.71143	57671.42857	0	0	0.958022506	0.002907685	WA	0.051866581			0.003288288	0.049437665	0.682738795	0.791067663	Education
Graduate degree	Art and Music Education	15	54	63000	41261.71143	78642.85714	1	1	1	0.004875918	WA	0.044698131	14517.48907	0.299437649	0.005558215	0.047768028	0.898054023	0.860440491	Education
Bachelors	Miscellaneous Education	15	89	51577.13929	34040.91193	77365.70893	0	0	0.9579459	0.004050248	WA	0.072247353			0.004085331	0.061420792	0.745267144	0.753681024	Education
Graduate degree	Miscellaneous Education	15	88	62914.28571	48791.97377	96102.46679	1	1	0.968271335	0.008619078	WA	0.079012135	11337.14643	0.219809524	0.007831223	0.067302556	0.863224078	0.905355217	Education
Bachelors	Communication Disorders Sciences and Services	15	28	33554.28571	27851.65522	46935.19675	0	0	0.977330616	0.001437401	WA	0.023040157			0.001696779	0.025197966	0.526968853	0.671190384	Health
Graduate degree	Communication Disorders Sciences and Services	15	72	60861.02436	48000	77000	1	1	0.983528516	0.007138336	WA	0.132377159	27306.73865	0.813807776	0.00844952	0.149928387	0.828907146	0.888181687	Health
Bachelors	Nursing	15	642	66060	52428.57143	83567.36243	0	0	0.980478224	0.034590135	WA	0.554446777			0.037247927	0.553149267	0.829436261	0.932905804	Health
Graduate degree	Nursing	15	206	89128.57143	70000	110100	1	1	0.97057523	0.019975569	WA	0.370437747	23068.57143	0.349206349	0.019971152	0.354368376	0.91318406	0.971982424	Health
Bachelors	Pharmacy and Pharmaceutical Sciences and Administration	15	67	104857.1429	70144.90943	134100.5622	0	0	1	0.004006218	WA	0.06421584			0.003999397	0.059392926	0.907928664	0.969671675	Health
Graduate degree	Pharmacy and Pharmaceutical Sciences and Administration	15	63	118627.4204	103154.2786	135796.964	1	1	0.992094862	0.006358726	WA	0.117919651	13770.27751	0.131324172	0.006739113	0.119578917	0.876991256	1	Health
Bachelors	Treatment Therapy Professions	15	112	61892.56715	47000	82523.42286	0	0	0.987802253	0.00580478	WA	0.093045071			0.006170964	0.091641728	0.796824955	0.864714354	Health
Graduate degree	Treatment Therapy Professions	15	49	70000	52000	82523.42286	1	1	0.918351716	0.005216675	WA	0.096740837	8107.432855	0.130992027	0.005395165	0.095731882	0.875972472	0.939825812	Health
Bachelors	Miscellaneous Health Medical Professions	15	209	56734.85322	38000	79691.42857	0	0	0.96624972	0.012685799	WA	0.203341225			0.013624073	0.202323905	0.741516337	0.833926453	Health
Graduate degree	Miscellaneous Health Medical Professions	15	76	88790.32258	60000	115342.8571	1	1	0.974334764	0.007975771	WA	0.147907012	32055.46936	0.565004888	0.008871673	0.157419078	0.838504231	0.899145521	Health
Bachelors	Area Ethnic and Civilization Studies	15	87	47185.71429	32000	74271.08058	0	0	0.923025989	0.004937546	WA	0.047490646			0.005171545	0.046433573	0.63966434	0.714076081	Humanities and liberal arts
Graduate degree	Area Ethnic and Civilization Studies	15	58	73121.44213	52229.60152	114294.2857	1	1	0.986928105	0.005642104	WA	0.04637504	25935.72784	0.549652119	0.006823867	0.052306265	0.799266619	0.943081991	Humanities and liberal arts
Bachelors	Linguistics and Comparative Language and Literature	15	42	51000	40112.33397	77365.70893	0	0	0.988266667	0.002387679	WA	0.022965338			0.002624013	0.023560139	0.663337154	0.79388422	Humanities and liberal arts
Graduate degree	Linguistics and Comparative Language and Literature	15	38	78642.85714	52428.57143	104459.203	1	1	0.933318662	0.003574847	WA	0.029383307	27642.85714	0.542016807	0.003662158	0.028071152	0.748732643	0.935297516	Humanities and liberal arts
Bachelors	"French, German, Latin and other common Foreign Language Studies"	15	83	52229.60152	40230.16865	67000	0	0	0.936420958	0.005026165	WA	0.048343001			0.005432786	0.048779171	0.669724771	0.763916611	Humanities and liberal arts
Graduate degree	"French, German, Latin and other common Foreign Language Studies"	15	106	62914.28571	44356.33979	92838.85072	1	1	0.974530404	0.009881943	WA	0.08122422	10684.6842	0.204571429	0.010117146	0.077549884	0.804212542	0.870532915	Humanities and liberal arts
Bachelors	Other Foreign Languages	15	48	57452.56167	38649.90512	77365.70893	0	0	0.962042058	0.003289468	WA	0.031638988			0.003152511	0.028305344	0.692108491	0.795154185	Humanities and liberal arts
Graduate degree	Other Foreign Languages	15	32	54318.78558	25788.56964	86649.594	1	1	0.955295243	0.003028604	WA	0.024893483	-3133.776091	-0.054545455	0.003439377	0.026363496	0.64585778	0.6614388	Humanities and liberal arts
Bachelors	English Language and Literature	15	464	50331.42857	34471.537	80460.33729	0	0	0.927691232	0.027219207	WA	0.261801632			0.031103602	0.279268853	0.617207034	0.761287548	Humanities and liberal arts
Graduate degree	English Language and Literature	15	336	62914.28571	46419.42536	92274.28571	1	1	0.968344554	0.032907801	WA	0.27048429	12582.85714	0.25	0.035043551	0.268615623	0.803823563	0.900844081	Humanities and liberal arts
Bachelors	Liberal Arts	15	324	50140.41746	33000	78642.85714	0	0	0.95	0.018270426	WA	0.175729862			0.017870102	0.160449676	0.726063958	0.749214484	Humanities and liberal arts
Graduate degree	Liberal Arts	15	145	52428.57143	38000	86701.13852	1	1	0.965639949	0.013227554	WA	0.108723328	2288.153971	0.045634921	0.013501635	0.103492653	0.688049262	0.790320063	Humanities and liberal arts
Bachelors	Intercultural and International Studies	15	55	49823.51655	34000	73400	0	0	0.949587863	0.00352021	WA	0.033858327			0.003774248	0.033887712	0.730077414	0.798606713	Humanities and liberal arts
Graduate degree	Intercultural and International Studies	15	36	68943.074	48000	109682.1632	1	1	0.925094306	0.003417893	WA	0.028093225	19119.55745	0.383745644	0.004600097	0.035260634	0.664502544	0.983383686	Humanities and liberal arts
Bachelors	Philosophy and Religious Studies	15	112	46400	31337.76091	78642.85714	0	0	0.94849182	0.005915692	WA	0.056898715			0.006789694	0.060962389	0.607961018	0.710382514	Humanities and liberal arts
Graduate degree	Philosophy and Religious Studies	15	124	73400	51185.00949	110000	1	1	0.932140326	0.012274468	WA	0.100889477	27000	0.581896552	0.012409526	0.095121423	0.802914011	0.915285606	Humanities and liberal arts
Bachelors	Theology and Religious Vocations	15	108	43037.19165	27000	61630.92979	0	0	0.972225761	0.006146434	WA	0.059118054			0.006718798	0.060325838	0.582272815	0.632480958	Humanities and liberal arts
Graduate degree	Theology and Religious Vocations	15	76	47185.71429	28676.88944	62914.28571	1	1	0.956082149	0.007206487	WA	0.05923342	4148.522635	0.096393897	0.007925662	0.06075174	0.662694775	0.693079238	Humanities and liberal arts
Bachelors	History	15	332	53640.22486	38000	78642.85714	0	0	0.938887714	0.017923199	WA	0.172390132			0.018532658	0.166398543	0.721042382	0.809503079	Humanities and liberal arts
Graduate degree	History	15	249	75497.14286	52000	116391.4286	1	1	0.953750077	0.023305691	WA	0.19156015	21856.918	0.407472528	0.024839231	0.190397525	0.800279466	0.924545857	Humanities and liberal arts
Bachelors	Family and Consumer Sciences	15	115	45088.57143	35072.45472	59000	0	0	0.962223049	0.00611801	WA	0.227220037			0.0080959	0.270527933	0.596911156	0.788740093	"Industrial arts, consumer <br> services, and recreation"
Graduate degree	Family and Consumer Sciences	15	59	53640.22486	44400	68000	1	1	0.98535892	0.005310641	WA	0.363771396	8551.653431	0.189663437	0.005500905	0.356488989	0.775641966	0.905502625	"Industrial arts, consumer <br> services, and recreation"
Bachelors	"Physical Fitness, Parks, Recreation, and Leisure"	15	193	48051.2334	31977.82636	69987.66603	0	0	0.927551265	0.010103048	WA	0.375222521			0.01103873	0.368863875	0.644856175	0.735642964	"Industrial arts, consumer <br> services, and recreation"
Graduate degree	"Physical Fitness, Parks, Recreation, and Leisure"	15	71	58720	40739.08918	85618.05122	1	1	0.973520758	0.006505355	WA	0.445607582	10668.7666	0.222028986	0.007216155	0.467646597	0.781655481	0.873492064	"Industrial arts, consumer <br> services, and recreation"
Bachelors	Criminal Justice and Fire Protection	15	325	57766.396	41261.71143	82523.42286	0	0	0.973589058	0.01875086	WA	0.860875128			0.017396173	0.860674731	0.818139156	0.832595191	Law and public policy
Graduate degree	Criminal Justice and Fire Protection	15	67	71302.85714	44975.26546	89744.22236	1	1	0.904938864	0.007365507	WA	0.656693058	13536.46114	0.234331066	0.006620459	0.600131704	0.920141429	0.968596663	Law and public policy
Bachelors	Multidisciplinary or General Science	15	136	60817.14286	41942.85714	89128.57143	0	0	0.921694089	0.008344615	WA	0.330165171			0.00810922	0.32875209	0.843268161	0.870892332	Physical sciences
Graduate degree	Multidisciplinary or General Science	15	85	78344.40228	52229.60152	110000	1	1	0.978384622	0.009689881	WA	0.176165803	17527.25942	0.288196035	0.00912674	0.178001322	0.892809764	0.917306053	Physical sciences
Bachelors	Chemistry	15	110	64764.70588	46109.96252	85656.54649	0	0	0.954483603	0.006764533	WA	0.267647253			0.006287406	0.254894788	0.784118089	0.857213479	Physical sciences
Graduate degree	Chemistry	15	189	92968.6907	57452.56167	154731.4179	1	1	0.971613123	0.018821127	WA	0.342175415	28203.98482	0.435483871	0.018070252	0.35242908	0.906016885	0.942557744	Physical sciences
Bachelors	Geology and Earth Science	15	65	61892.56715	45000	77000	0	0	0.949458085	0.003212554	WA	0.127108739			0.003293874	0.133535396	0.759066006	0.892435809	Physical sciences
Graduate degree	Geology and Earth Science	15	80	80433.58634	49282.85714	113860.5313	1	1	0.994929006	0.007354148	WA	0.133701284	18541.01919	0.299567784	0.006952208	0.135590819	0.880065018	0.861696153	Physical sciences
Bachelors	Physics	15	77	105000	68157.14286	127000	0	0	0.94224162	0.004316661	WA	0.170794099			0.004282122	0.173599498	0.860224764	0.940865074	Physical sciences
Graduate degree	Physics	15	135	93322.85714	53477.14286	130000	1	1	0.990856875	0.014965413	WA	0.272077044	-11677.14286	-0.111210884	0.013365222	0.260665596	0.856987559	0.877320086	Physical sciences
Bachelors	Psychology	15	649	51577.13929	36000	73239.53779	0	0	0.946183861	0.037751413	WA	0.812470013			0.040839564	0.821560696	0.708421008	0.786960758	Psychology and social work
Graduate degree	Psychology	15	655	61892.56715	44040	85656.54649	1	1	0.964277061	0.06274053	WA	0.839470012	10315.42786	0.2	0.066443509	0.840542417	0.765829243	0.866770902	Psychology and social work
Bachelors	Social Work	15	91	44900	31874.67208	60000	0	0	0.953856188	0.004751392	WA	0.102257461			0.005013425	0.100853992	0.647497429	0.708269795	Psychology and social work
Graduate degree	Social Work	15	106	54525.71429	43872.86528	77365.70893	1	1	0.925872304	0.009950095	WA	0.133132538	9625.714286	0.214381165	0.010540913	0.133347629	0.824488858	0.911062682	Psychology and social work
Bachelors	General Social Sciences	15	127	52229.60152	36103.9975	75000	0	0	0.969858045	0.007154677	WA	0.083043304			0.006937931	0.081406605	0.796928222	0.789670484	Social sciences
Graduate degree	General Social Sciences	15	37	80000	54525.71429	116994.3074	1	1	0.901936133	0.00328159	WA	0.03709973	27770.39848	0.531698456	0.003234355	0.036006003	0.933117045	1	Social sciences
Bachelors	Economics	15	377	73121.44213	47006.64137	109682.1632	0	0	0.960008067	0.022312872	WA	0.258982288			0.020992966	0.246322158	0.804208113	0.881550682	Social sciences
Graduate degree	Economics	15	229	104459.203	67898.48197	156688.8046	1	1	0.951556038	0.022993847	WA	0.259954939	31337.76091	0.428571429	0.022583981	0.251413013	0.858036384	0.937982756	Social sciences
Bachelors	Anthropology and Archeology	15	103	44562.64835	30000	62675.52182	0	0	0.876979453	0.005708916	WA	0.066262566			0.00653103	0.076632216	0.627236842	0.716001172	Social sciences
Graduate degree	Anthropology and Archeology	15	82	59541.74573	42828.27325	85000	1	1	0.981132076	0.007779578	WA	0.087951343	14979.09739	0.336135709	0.008145214	0.090675461	0.85303736	0.876559597	Social sciences
Bachelors	Geography	15	122	62675.52182	42000	90775.76515	0	0	0.935876333	0.006297476	WA	0.073093892			0.006093194	0.071494832	0.813271279	0.856712983	Social sciences
Graduate degree	Geography	15	41	77365.70893	52428.57143	108311.9925	1	1	0.966318235	0.003559358	WA	0.040240016	14690.18711	0.23438476	0.004115791	0.045818469	0.851735634	0.981143023	Social sciences
Bachelors	International Relations	15	39	48234.28571	41261.71143	97996.56465	0	0	0.896117097	0.001865444	WA	0.021651939			0.002001417	0.023483741	0.721769	0.834179863	Social sciences
Graduate degree	International Relations	15	45	84000	58797.93879	125828.5714	1	1	0.960906102	0.005042166	WA	0.057003771	35765.71429	0.741499822	0.004412025	0.049116249	0.919685328	0.930780258	Social sciences
Bachelors	Political Science and Government	15	381	62914.28571	44040	100000	0	0	0.946043312	0.021711493	WA	0.252002174			0.021059565	0.247103605	0.8167629	0.860249005	Social sciences
Graduate degree	Political Science and Government	15	288	84611.95446	57671.42857	128484.8197	1	1	0.948894546	0.028938502	WA	0.327161719	21697.66875	0.34487666	0.028636187	0.318788358	0.846971277	0.938198038	Social sciences
Bachelors	Sociology	15	344	52428.57143	36560.72106	80000	0	0	0.955583613	0.018555231	WA	0.215367895			0.018834718	0.220998235	0.715797878	0.799381233	Social sciences
Graduate degree	Sociology	15	149	58797.93879	46137.14286	85000	1	1	0.973165149	0.01407325	WA	0.15910391	6369.36736	0.121486571	0.015996616	0.178080099	0.829094762	0.892141757	Social sciences
		10	93	57452.56167	36103.9975	94901.93629	0.267779901	0.276312211	0.9898857	0.020947649	WV	1			0.018695058	1	0.806454537	0.802836737	Agriculture and natural resources
		10	353	75210.62619	51000	105503.7951	0.349976037	0.342570211	0.975761327	0.074744397	WV	1			0.068009606	1	0.883450871	0.89422345	Architecture and engineering
		10	95	41942.85714	27262.85714	59000	0.214278281	0.224555997	0.921064045	0.020248059	WV	1			0.020898264	1	0.634822804	0.638880217	Arts
		10	216	52428.57143	35516.12903	110000	0.648477101	0.61950164	0.961065642	0.047805986	WV	1			0.050126345	1	0.687967001	0.764446599	Biology and life sciences
		10	1073	53477.14286	35000	78344.40228	0.183369051	0.191682432	0.972005792	0.223200664	WV	1			0.206937051	1	0.776197145	0.767991843	Business
		10	146	41783.68121	30711.00569	61892.56715	0.25980826	0.233461003	0.931569143	0.028573596	WV	1			0.029204354	1	0.688022284	0.675884956	Communications and journalism
		10	151	65000	39694.49715	88712.67958	0.219973388	0.229780972	0.950679974	0.030088671	WV	1			0.029944971	1	0.795008207	0.817704321	"Computers, statistics, and mathematics"
		10	832	43324.797	34000	55574.28571	0.501165949	0.504488613	0.98139617	0.164462538	WV	1			0.194072018	1	0.819119394	0.776214637	Education
		10	537	54525.71429	44564.28571	80000	0.386556927	0.390642813	0.994537182	0.115211015	WV	1			0.11149752	1	0.855842162	0.892802926	Health
		10	330	41942.85714	30500	70000	0.423776765	0.432022853	0.939315703	0.07075758	WV	1			0.070007745	1	0.725041154	0.692248131	Humanities and liberal arts
		10	88	40000	25788.56964	67050.28107	0.271866158	0.304568528	0.925779037	0.017129407	WV	1			0.018029011	1	0.662906561	0.584450732	"Industrial arts, consumer <br> services, and recreation"
		10	168	47185.71429	32173.43454	65809.29791	0.208988638	0.198935069	0.96911779	0.037649295	WV	1			0.034375111	1	0.803480747	0.729445346	Law and public policy
		10	157	61865.71429	46419.42536	100000	0.635893068	0.599062744	0.938755537	0.032160046	WV	1			0.032548144	1	0.824004166	0.897785349	Physical sciences
		10	312	44356.33979	30000	62675.52182	0.527184466	0.492289354	0.975152769	0.067282811	WV	1			0.068246874	1	0.645434453	0.718477921	Psychology and social work
		10	233	51577.13929	35000	95000	0.518640908	0.505558932	0.973133716	0.049738286	WV	1			0.047407927	1	0.759339363	0.764023047	Social sciences
	Forestry	11	37	61892.56715	41470.30361	71302.85714	0.147935466	0.166055527	1	0.007706021	WV	0.367870436			0.006470649	0.346115493	0.957831325	0.926168991	Agriculture and natural resources
	General Engineering	11	31	78642.85714	39694.49715	113000	0.406219942	0.352335929	0.95664575	0.006572349	WV	0.087930986			0.006094409	0.089611005	0.7689099	0.815325425	Architecture and engineering
